,Athlete,NOC,Medal,Edition
9024,"CUTHBERT, Betty",AUS,Gold,1956
9025,"STUBNICK, Christa",EUA,Silver,1956
9026,"JUNK, Bruno",URS,Bronze,1956
9027,"SPIRIN, Leonid",URS,Gold,1956
9028,"MIKENAS, Antanas",URS,Silver,1956
9029,"LARSEN, Ernst",NOR,Bronze,1956
9030,"BRASHER, Christopher William",GBR,Gold,1956
9031,"ROZSNYOI, Sandor",HUN,Silver,1956
9032,"HELLSTEN, Voitto Valdemar",FIN,Bronze,1956
9033,"IGNATYEV, Ardalion",URS,Bronze,1956
9034,"JENKINS, Charles Lamont",USA,Gold,1956
9035,"HAAS, Karl-Friedrich",EUA,Silver,1956
9036,"CULBREATH, Joshua",USA,Bronze,1956
9037,"DAVIS, Glenn Ashby",USA,Gold,1956
9038,"SOUTHERN, Silas Edward",USA,Silver,1956
9039,"FÜTTERER, Heinz",EUA,Bronze,1956
9040,"GERMAR, Manfred",EUA,Bronze,1956
9041,"KNÖRZER, Lothar",EUA,Bronze,1956
9042,"POHL, Leonard (Leo)",EUA,Bronze,1956
9043,"BAKER, Walter Thane",USA,Gold,1956
9044,"KING, Leamon",USA,Gold,1956
9045,"MORROW, Robert Joseph",USA,Gold,1956
9046,"MURCHISON, Ira James",USA,Gold,1956
9047,"BARTENEV, Leonid",URS,Silver,1956
9048,"KONOVALOV, Yuri",URS,Silver,1956
9049,"SUKHAREV, Vladimir",URS,Silver,1956
9050,"TOKAREV, Boris",URS,Silver,1956
9051,"DANIELS, Isabelle Francis",USA,Bronze,1956
9052,"FAGGS, Mae Heriwentha",USA,Bronze,1956
9053,"MATTHEWS, Margaret Rejean",USA,Bronze,1956
9054,"RUDOLPH, Wilma",USA,Bronze,1956
9055,"CROOKER-FLEMING, Norma Wilson",AUS,Gold,1956
9056,"CUTHBERT, Betty",AUS,Gold,1956
9057,"MELLOR-WENHAM, Fluer Northey",AUS,Gold,1956
9058,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Gold,1956
9059,"ARMITAGE, Heather Joy",GBR,Silver,1956
9060,"FOULDS-PAUL, June Florence",GBR,Silver,1956
9061,"PASHLEY, Anne",GBR,Silver,1956
9062,"SCRIVENS, Jean Eileen",GBR,Silver,1956
9063,"HIGGINS, Francis Peter",GBR,Bronze,1956
9064,"JOHNSON, Derek James Neville",GBR,Bronze,1956
9065,"SALISBURY, John Edward",GBR,Bronze,1956
9066,"WHEELER, Michael Keith Valentine",GBR,Bronze,1956
9067,"COURTNEY, Thomas William",USA,Gold,1956
9068,"JENKINS, Charles Lamont",USA,Gold,1956
9069,"JONES, Louis Woodard III",USA,Gold,1956
9070,"MASHBURN, Jesse William",USA,Gold,1956
9071,"GIPSON, Graham Chater",AUS,Silver,1956
9072,"GOSPER, Richard Kevan",AUS,Silver,1956
9073,"GREGORY, Leonard Stuart",AUS,Silver,1956
9074,"LEAN, David Francis",AUS,Silver,1956
9075,"IBBOTSON, George Derek",GBR,Bronze,1956
9076,"KUTS, Vladimir",URS,Gold,1956
9077,"PIRIE, Douglas A.Gordon",GBR,Silver,1956
9078,"LJUNGGREN, John Artur",SWE,Bronze,1956
9079,"READ, Norman Richard",NZL,Gold,1956
9080,"MASKINSKOV, Yevgeni",URS,Silver,1956
9081,"BOYSEN, Audun",NOR,Bronze,1956
9082,"COURTNEY, Thomas William",USA,Gold,1956
9083,"JOHNSON, Derek James Neville",GBR,Silver,1956
9084,"THROWER-AUSTIN, Norma Claire",AUS,Bronze,1956
9085,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Gold,1956
9086,"KÖHLER-BIRKEMEYER, Gisela",EUA,Silver,1956
9087,"KUZNETSOV, Vasili",URS,Bronze,1956
9088,"CAMPBELL, Milton Gray",USA,Gold,1956
9089,"JOHNSON, Rafer Lewis",USA,Silver,1956
9090,"KOCH, Desmond Dalworth",USA,Bronze,1956
9091,"OERTER, Alfred",USA,Gold,1956
9092,"GORDIEN, Fortune Edward",USA,Silver,1956
9093,"ROMASHKOVA-PONOMAREVA, Nina",URS,Bronze,1956
9094,"FIKOTOVA-CONNOLLY, Olga",TCH,Gold,1956
9095,"BEGLYAKOVA, Irina",URS,Silver,1956
9096,"SAMOTSVETOV, Anatoli",URS,Bronze,1956
9097,"CONNOLLY, Harold Vincent",USA,Gold,1956
9098,"KRIVONOSOV, Mikhail",URS,Silver,1956
9099,"KASHKAROV, Igor",URS,Bronze,1956
9100,"DUMAS, Charles Everett",USA,Gold,1956
9101,"PORTER, Charles Michael",AUS,Silver,1956
9102,"MCDANIEL, Mildred Louise",USA,Gold,1956
9103,"HOPKINS, Thelma Elizabeth",GBR,Silver,1956
9104,"PISSAREVA, Mariya",URS,Silver,1956
9105,"TSYBULENKO, Viktor",URS,Bronze,1956
9106,"DANIELSEN, Egil",NOR,Gold,1956
9107,"SIDLO, Janusz",POL,Silver,1956
9108,"KONYAEVA, Nadezhda",URS,Bronze,1956
9109,"YAUNZEME, Inese",URS,Gold,1956
9110,"AHRENS, Marlene",CHI,Silver,1956
9111,"VALKAMA, Jorma Rainer",FIN,Bronze,1956
9112,"BELL, Gregory Curtis",USA,Gold,1956
9113,"BENNETT, John Dale",USA,Silver,1956
9114,"KHNYKINA-DVALISHVILI, Nadezhda",URS,Bronze,1956
9115,"DUNSKA-KRZESINSKA, Elzbieta",POL,Gold,1956
9116,"WHITE, Willie B.",USA,Silver,1956
9117,"KARVONEN, Veikko Leo",FIN,Bronze,1956
9118,"MIMOUN, Alain",FRA,Gold,1956
9119,"MIHALIC, Franjo",YUG,Silver,1956
9120,"ROUBANIS, Georgios",GRE,Bronze,1956
9121,"RICHARDS, Robert",USA,Gold,1956
9122,"GUTOWSKI, Robert Allen",USA,Silver,1956
9123,"SKOBLA, Jiri",TCH,Bronze,1956
9124,"O, William Patrick Jr.",USA,Gold,1956
9125,"NIEDER, William Henry",USA,Silver,1956
9126,"WERNER-SCHULZE-ENTRUP, Marianne",EUA,Bronze,1956
9127,"TYSHKEVICH, Tamara",URS,Gold,1956
9128,"ZYBINA, Galina",URS,Silver,1956
9129,"KREER, Vitold",URS,Bronze,1956
9130,"FERREIRA DA SILVA, Adhemar",BRA,Gold,1956
9131,"EINARSSON, Vilhjalmur",ISL,Silver,1956
9132,"BLIXEN, Carlos S.",URU,Bronze,1956
9133,"CHELLE, Nelson R.",URU,Bronze,1956
9134,"CORTES, Ramiro",URU,Bronze,1956
9135,"COSTA, Hector J.",URU,Bronze,1956
9136,"DEMARCO, Nelson",URU,Bronze,1956
9137,"GARCIA OTERO, Hector",URU,Bronze,1956
9138,"GONZALEZ, Carlos",URU,Bronze,1956
9139,"MATTO, Sergio A.",URU,Bronze,1956
9140,"MERA, Raul E.",URU,Bronze,1956
9141,"MOGLIA, Oscar",URU,Bronze,1956
9142,"OLASCOAGA, Ariel",URU,Bronze,1956
9143,"SCARON, Milton A.",URU,Bronze,1956
9144,"BOUSHKA, Richard James",USA,Gold,1956
9145,"CAIN, Carl Cecil",USA,Gold,1956
9146,"DARLING, Charles Frick",USA,Gold,1956
9147,"EVANS, William Best",USA,Gold,1956
9148,"FORD, Gilbert",USA,Gold,1956
9149,"HALDORSSON, Burdette Eliele",USA,Gold,1956
9150,"HOUGLAND, William Marion",USA,Gold,1956
9151,"JEANGERARD, Robert Eugene",USA,Gold,1956
9152,"JONES, Kenneth C.",USA,Gold,1956
9153,"RUSSELL, William Fenton",USA,Gold,1956
9154,"TOMSIC, Ronald Paul",USA,Gold,1956
9155,"WALSH, James Patrick",USA,Gold,1956
9156,"BOCHKAREV, Arkadi",URS,Silver,1956
9157,"KRUMINS, Yanis",URS,Silver,1956
9158,"LAURITENAS, Algirdas",URS,Silver,1956
9159,"MUIZHNIEK, Valdis",URS,Silver,1956
9160,"OZEROV, Yuri",URS,Silver,1956
9161,"PETKYAVICHUS, Kasis",URS,Silver,1956
9162,"SEMYONOV, Mikhail",URS,Silver,1956
9163,"STONKUS, Stasis",URS,Silver,1956
9164,"STUDENETSKY, Mikhail",URS,Silver,1956
9165,"TORBAN, Vladimir",URS,Silver,1956
9166,"VALDMANIS, Maigonis",URS,Silver,1956
9167,"ZUBKOV, Viktor",URS,Silver,1956
9168,"CALDWELL, John",IRL,Bronze,1956
9169,"LIBEER, Rene",FRA,Bronze,1956
9170,"SPINKS, Terence George",GBR,Gold,1956
9171,"DOBRESCU, Mircea",ROU,Silver,1956
9172,"BEKKER, Daniel Wepener",RSA,Bronze,1956
9173,"BOZZANO, Giacomo",ITA,Bronze,1956
9174,"RADEMACHER, Thomas Peter",USA,Gold,1956
9175,"MUKHIN, Lev",URS,Silver,1956
9176,"BARRIENTOS, Claudio",CHI,Bronze,1956
9177,"GILROY, Frederick",IRL,Bronze,1956
9178,"BEHRENDT, Wolfgang",EUA,Gold,1956
9179,"SONG, Soon-Chun",KOR,Silver,1956
9180,"HÄMÄLÄINEN, Pentti Olavi",FIN,Bronze,1956
9181,"NIEDZWIEDZKI, Henryk",POL,Bronze,1956
9182,"SAFRONOV, Vladimir",URS,Gold,1956
9183,"NICHOLLS, Thomas G.",GBR,Silver,1956
9184,"BYRNE, Anthony",IRL,Bronze,1956
9185,"LAGETKO, Anatoli",URS,Bronze,1956
9186,"MCTAGGART, Richard",GBR,Gold,1956
9187,"KURSCHAT, Harry",EUA,Silver,1956
9188,"DUMITRESCU, Constantin",ROU,Bronze,1956
9189,"LOUBSCHER, Henry James",RSA,Bronze,1956
9190,"ENGIBARYAN, Vladimir",URS,Gold,1956
9191,"NENCI, Franco",ITA,Silver,1956
9192,"GARGANO, Nicholas",GBR,Bronze,1956
9193,"HOGARTH, Kevin John",AUS,Bronze,1956
9194,"LINCA, Nicolae",ROU,Gold,1956
9195,"TIEDT, Fred",IRL,Silver,1956
9196,"MCCORMACK, John",GBR,Bronze,1956
9197,"PIETRZYKOWSKI, Zbigniew",POL,Bronze,1956
9198,"PAPP, Laszlo",HUN,Gold,1956
9199,"TORRES, Jose Louis Chegui",USA,Silver,1956
9200,"CHAPRON, Gilbert",FRA,Bronze,1956
9201,"ZALAZAR, Victor",ARG,Bronze,1956
9202,"SHATKOV, Gennadi",URS,Gold,1956
9203,"TAPIA, Ramon",CHI,Silver,1956
9204,"LUCAS, Carlos",CHI,Bronze,1956
9205,"MURAUSKAS, Romualdas",URS,Bronze,1956
9206,"BOYD, James Felton",USA,Gold,1956
9207,"NEGREA, Gheorghe",ROU,Silver,1956
9208,"BUKHARIN, Gennady",URS,Bronze,1956
9209,"ROTMAN, Leon",ROU,Gold,1956
9210,"PARTI, Janos",HUN,Silver,1956
9211,"BUKHARIN, Gennady",URS,Bronze,1956
9212,"ROTMAN, Leon",ROU,Gold,1956
9213,"HERNEK, Istvan",HUN,Silver,1956
9214,"FARKAS, Imre",HUN,Bronze,1956
9215,"HUNICS, Jozsef",HUN,Bronze,1956
9216,"BOTEV, Gratsian",URS,Gold,1956
9217,"KHARIN, Pavel",URS,Gold,1956
9218,"DRANSART, Georges",FRA,Silver,1956
9219,"RENAUD, Marcel",FRA,Silver,1956
9220,"MOHACSI, Ferenc",HUN,Bronze,1956
9221,"WIELAND, Karoly",HUN,Bronze,1956
9222,"DUMITRU, Alexe",ROU,Gold,1956
9223,"ISMAILCIUC, Simion",ROU,Gold,1956
9224,"BOTEV, Gratsian",URS,Silver,1956
9225,"KHARIN, Pavel",URS,Silver,1956
9226,"SCHEUER, Michael",EUA,Bronze,1956
9227,"FREDRIKSSON, Gert",SWE,Gold,1956
9228,"HATLACZKY, Ferenc",HUN,Silver,1956
9229,"KISS, Lajos",HUN,Bronze,1956
9230,"FREDRIKSSON, Gert",SWE,Gold,1956
9231,"PISSAREV, Igor",URS,Silver,1956
9232,"SÖBY, Tove Goltermann",DEN,Bronze,1956
9233,"DEMENTYEVA, Elizaveta",URS,Gold,1956
9234,"ZENZ, Therese",EUA,Silver,1956
9235,"BROWN, Walter William",AUS,Bronze,1956
9236,"GREEN, Dennis Allan",AUS,Bronze,1956
9237,"FABIAN, Laszlo",HUN,Gold,1956
9238,"URANYI, Janos",HUN,Gold,1956
9239,"BRIEL, Fritz",EUA,Silver,1956
9240,"KLEINE, Theodor",EUA,Silver,1956
9241,"RAUB, Maximilian",AUT,Bronze,1956
9242,"WIEDERMANN, Herbert",AUT,Bronze,1956
9243,"MILTENBERGER, Meinrad",EUA,Gold,1956
9244,"SCHEUER, Michael",EUA,Gold,1956
9245,"DEMITKOV, Anatoli",URS,Silver,1956
9246,"KAALESTE, Mikhail",URS,Silver,1956
9247,"JACKSON, Alan Wharmby",GBR,Bronze,1956
9248,"BALDINI, Ercole",ITA,Gold,1956
9249,"GEYRE, Arnaud",FRA,Silver,1956
9250,"POMMER, Reinhold Viktor",EUA,Bronze,1956
9251,"SCHUR, Gustav-Adolf",EUA,Bronze,1956
9252,"TÜLLER, Horst",EUA,Bronze,1956
9253,"GEYRE, Arnaud",FRA,Gold,1956
9254,"MOUCHERAUD, Maurice",FRA,Gold,1956
9255,"VERMEULEN, Michel",FRA,Gold,1956
9256,"BRITTAIN, Arthur Stanley",GBR,Silver,1956
9257,"HOLMES, William",GBR,Silver,1956
9258,"JACKSON, Alan Wharmby",GBR,Silver,1956
9259,"SWIFT, Alfred James",RSA,Bronze,1956
9260,"FAGGIN, Leandro",ITA,Gold,1956
9261,"FOUSEK, Ladislav",TCH,Silver,1956
9262,"OGNA, Giuseppe",ITA,Bronze,1956
9263,"PINARELLO, Cesare",ITA,Bronze,1956
9264,"BROWNE, Ian Sterry",AUS,Gold,1956
9265,"MARCHANT, Anthony John",AUS,Gold,1956
9266,"FOUSEK, Ladislav",TCH,Silver,1956
9267,"MACHEK, Vaclav",TCH,Silver,1956
9268,"PLOOG, Richard Francis",AUS,Bronze,1956
9269,"ROUSSEAU, Michel",FRA,Gold,1956
9270,"PESENTI, Guglielmo",ITA,Silver,1956
9271,"BURGESS, Donald Christopher",GBR,Bronze,1956
9272,"GAMBRILL, Michael John",GBR,Bronze,1956
9273,"GEDDES, John Reuben",GBR,Bronze,1956
9274,"SIMPSON, Thomas",GBR,Bronze,1956
9275,"DOMENICALI, Antonio",ITA,Gold,1956
9276,"FAGGIN, Leandro",ITA,Gold,1956
9277,"GANDINI, Franco",ITA,Gold,1956
9278,"GASPARELLA, Valentino",ITA,Gold,1956
9279,"BIANCHI, Rene",FRA,Silver,1956
9280,"GRACZYK, Jean",FRA,Silver,1956
9281,"LECANTE, Jean-Claude",FRA,Silver,1956
9282,"VERMEULEN, Michel",FRA,Silver,1956
9283,"SAINT CYR, Henri",SWE,Gold,1956
9284,"LINSENHOFF, Liselott",EUA,Bronze,1956
9285,"HARTEL, Lis",DEN,Silver,1956
9286,JUBILEE,DEN,Silver,1956
9287,"CHAMMARTIN, Henri",SUI,Bronze,1956
9288,"FISCHER, Gustav",SUI,Bronze,1956
9289,"TRACHSEL, Gottfried",SUI,Bronze,1956
9290,"BOLTENSTERN JR., Gustaf Adolf",SWE,Gold,1956
9291,"PERSSON, Gehnäll",SWE,Gold,1956
9292,"SAINT CYR, Henri",SWE,Gold,1956
9293,AFRIKA,EUA,Silver,1956
9294,"KÜPPERS, Anneliese",EUA,Silver,1956
9295,"LINSENHOFF, Liselott",EUA,Silver,1956
9296,"WEYGAND, Hannelore",EUA,Silver,1956
9297,"WELDON, Francis William Charles",GBR,Bronze,1956
9298,"KASTENMAN, Petrus",SWE,Gold,1956
9299,"LÜTKE WESTHUES, August",EUA,Silver,1956
9300,"ELDER, Henry James",CAN,Bronze,1956
9301,"HERBINSON, Brian",CAN,Bronze,1956
9302,"RUMBLE, John Mitchell",CAN,Bronze,1956
9303,"HILL, Albert Edwin",GBR,Gold,1956
9304,"ROOK, Arthur Laurence",GBR,Gold,1956
9305,"WELDON, Francis William Charles",GBR,Gold,1956
9306,"LÜTKE WESTHUES, August",EUA,Silver,1956
9307,"ROTHE, Otto",EUA,Silver,1956
9308,"WAGNER, Klaus",EUA,Silver,1956
9309,PRINZESS,EUA,Silver,1956
9310,SISSI,EUA,Silver,1956
9311,"D'INZEO, Piero",ITA,Bronze,1956
9312,"WINKLER, Hans Günter",EUA,Gold,1956
9313,"D'INZEO, Raimondo",ITA,Silver,1956
9314,HALLA,EUA,Gold,1956
9315,"ROBESON, Peter David",GBR,Bronze,1956
9316,"WHITE, Wilfred Harry",GBR,Bronze,1956
9317,"LUTKE WESTHUES, Alfons",EUA,Gold,1956
9318,"THIEDEMANN, Fritz",EUA,Gold,1956
9319,"WINKLER, Hans Günter",EUA,Gold,1956
9320,"D'INZEO, Piero",ITA,Silver,1956
9321,"D'INZEO, Raimondo",ITA,Silver,1956
9322,"OPPES, Salvatore",ITA,Silver,1956
9323,"SMYTHE, Patricia Rosemary",GBR,Bronze,1956
9324,ALA,EUA,Gold,1956
9325,HALLA,EUA,Gold,1956
9326,"MANGIAROTTI, Edoardo",ITA,Bronze,1956
9327,"PAVESI, Carlo",ITA,Gold,1956
9328,"DELFINO, Giuseppe",ITA,Silver,1956
9329,"DAGALLIER, Daniel",FRA,Bronze,1956
9330,"DREYFUS, Yves",FRA,Bronze,1956
9331,"MOUYAL, Armand",FRA,Bronze,1956
9332,"NIGON, Claude",FRA,Bronze,1956
9333,"QUEYROUX, Rene",FRA,Bronze,1956
9334,"ANGLESIO, Giorgio",ITA,Gold,1956
9335,"BERTINETTI, Franco",ITA,Gold,1956
9336,"DELFINO, Giuseppe",ITA,Gold,1956
9337,"MANGIAROTTI, Edoardo",ITA,Gold,1956
9338,"PAVESI, Carlo",ITA,Gold,1956
9339,"PELLEGRINO, Alberto",ITA,Gold,1956
9340,"BALTHAZAR, Lajos",HUN,Silver,1956
9341,"BERZSENYI, Barnabas",HUN,Silver,1956
9342,"MAROSI, Jozsef",HUN,Silver,1956
9343,"NAGY, Ambrus",HUN,Silver,1956
9344,"RERRICH, Bela",HUN,Silver,1956
9345,"SAKOVICS, Jozsef",HUN,Silver,1956
9346,"SPALLINO, Antonio",ITA,Bronze,1956
9347,"D'ORIOLA, Christian",FRA,Gold,1956
9348,"BERGAMINI, Giancarlo",ITA,Silver,1956
9349,"GARILHE, Renee",FRA,Bronze,1956
9350,"SHEEN, Gillian Mary",GBR,Gold,1956
9351,"ORBAN-SZABO, Olga",ROU,Silver,1956
9352,"FÜLÖP, Mihaly",HUN,Bronze,1956
9353,"GYURICZA, Jozsef",HUN,Bronze,1956
9354,"MAROSI, Jozsef",HUN,Bronze,1956
9355,"SAKOVICS, Jozsef",HUN,Bronze,1956
9356,"SOMODI, Lajos",HUN,Bronze,1956
9357,"TILLI, Endre",HUN,Bronze,1956
9358,"BERGAMINI, Giancarlo",ITA,Gold,1956
9359,"CARPANEDA, Luigi Arturo",ITA,Gold,1956
9360,"DI ROSA, Manlio",ITA,Gold,1956
9361,"LUCARELLI, Vittorio",ITA,Gold,1956
9362,"MANGIAROTTI, Edoardo",ITA,Gold,1956
9363,"SPALLINO, Antonio",ITA,Gold,1956
9364,"BAUDOUX, Bernard",FRA,Silver,1956
9365,"CLOSSET, Roger",FRA,Silver,1956
9366,"COICAUD, Rene",FRA,Silver,1956
9367,"D'ORIOLA, Christian",FRA,Silver,1956
9368,"LATASTE, Jacques",FRA,Silver,1956
9369,"NETTER, Claude",FRA,Silver,1956
9370,"KUZNETSOV, Lev",URS,Bronze,1956
9371,"KARPATI, Rudolf",HUN,Gold,1956
9372,"PAWLOWSKI, Jerzy",POL,Silver,1956
9373,"BOGDANOV, Leonid",URS,Bronze,1956
9374,"CHEREPOVSKY, Yevgeni",URS,Bronze,1956
9375,"KUZNETSOV, Lev",URS,Bronze,1956
9376,"RYLSKY, Yakov",URS,Bronze,1956
9377,"TYSHLER, David",URS,Bronze,1956
9378,"GEREVICH, Aladar",HUN,Gold,1956
9379,"HAMORI, Jenö",HUN,Gold,1956
9380,"KARPATI, Rudolf",HUN,Gold,1956
9381,"KERESZTES, Attila",HUN,Gold,1956
9382,"KOVACS, Pal Adam",HUN,Gold,1956
9383,"MAGAI, Daniel",HUN,Gold,1956
9384,"KUSZEWSKI, Marian Zygmunt",POL,Silver,1956
9385,"PAWLAS, Zygmunt",POL,Silver,1956
9386,"PAWLOWSKI, Jerzy",POL,Silver,1956
9387,"PIATKOWSKI, Andrzej Ryszard",POL,Silver,1956
9388,"ZABLOCKI, Wojciech",POL,Silver,1956
9389,"ZUB, Ryszard",POL,Silver,1956
9390,"DIEV, Todor Nedyalkov",BUL,Bronze,1956
9391,"KOLEV, Ivan Petkov",BUL,Bronze,1956
9392,"KOVATCHEV, Nikolai Dimitrov",BUL,Bronze,1956
9393,"MANOLOV, Manol Tomov",BUL,Bronze,1956
9394,"NAYDENOV, Georghi Spirov",BUL,Bronze,1956
9395,"NIKOLOV, Guergui Dimitrov",BUL,Bronze,1956
9396,"NIKOLOV, Miltcho Goranov",BUL,Bronze,1956
9397,"PANAYOTOV, Panayot Mitov",BUL,Bronze,1956
9398,"RAKAROV, Kirill Manolov",BUL,Bronze,1956
9399,"STEFANOV, Stefan Bojilov",BUL,Bronze,1956
9400,"STOYANOV, Dimitre Milanov",BUL,Bronze,1956
9401,"STOYANOV, Gavril Todorov",BUL,Bronze,1956
9402,"YANEV, Kroum Ivanov",BUL,Bronze,1956
9403,"YORDANOV, Yordan Yossifov",BUL,Bronze,1956
9404,"BASHASHKIN, Anatoli",URS,Gold,1956
9405,"BETSA, Iosif",URS,Gold,1956
9406,"ILYIN, Anatoli",URS,Gold,1956
9407,"ISAEV, Anatoli",URS,Gold,1956
9408,"IVANOV, Valentin",URS,Gold,1956
9409,"KUZNETSOV, Boris",URS,Gold,1956
9410,"MASLENKIN, Anatoli",URS,Gold,1956
9411,"NETTO, Igor",URS,Gold,1956
9412,"OGONKOV, Mikhail",URS,Gold,1956
9413,"PARAMONOV, Aleksei",URS,Gold,1956
9414,"RAZINSKY, Boris",URS,Gold,1956
9415,"RYZHKIN, Vladimir",URS,Gold,1956
9416,"SALNIKOV, Sergei",URS,Gold,1956
9417,"SIMONYAN, Nikita",URS,Gold,1956
9418,"STRELTSOV, Eduard",URS,Gold,1956
9419,"TATUSHIN, Boris",URS,Gold,1956
9420,"TISHCHENKO, Nikolai",URS,Gold,1956
9421,"YASHIN, Lev",URS,Gold,1956
9422,"ANTIC, Sava",YUG,Silver,1956
9423,"BIOGRADLIC, Ibrahim",YUG,Silver,1956
9424,"KOSCAK, Mladen",YUG,Silver,1956
9425,"KRSTIC, Dobroslav",YUG,Silver,1956
9426,"LIPOSINOVIC, Luka",YUG,Silver,1956
9427,"MUJIC, Muhamed",YUG,Silver,1956
9428,"PAPEC, Zlatko",YUG,Silver,1956
9429,"RADENKOVIC, Petar",YUG,Silver,1956
9430,"RADOVIC, Nikola",YUG,Silver,1956
9431,"SANTEK, Ivan",YUG,Silver,1956
9432,"SEKULARAC, Dragoslav",YUG,Silver,1956
9433,"SPAJIC, Ljubisa",YUG,Silver,1956
9434,"VESELINOVIC, Todor",YUG,Silver,1956
9435,"VIDINIC, Blagoje",YUG,Silver,1956
9436,"KELETI, Agnes",HUN,Gold,1956
9437,"MANINA, Tamara",URS,Silver,1956
9438,"VECHTOVA-BOSAKOVA, Eva",TCH,Silver,1956
9439,"MURATOV, Valentin",URS,Gold,1956
9440,"AIHARA, Nobuyuki",JPN,Silver,1956
9441,"CHUKARIN, Viktor Ivanovich",URS,Silver,1956
9442,"THORESSON, William",SWE,Silver,1956
9443,"LEUSTEANU-POPESCU-TEODORESCU, Elena",ROU,Bronze,1956
9444,"KELETI, Agnes",HUN,Gold,1956
9445,"LATYNINA, Larisa",URS,Gold,1956
9446,"TAKEMOTO, Masao",JPN,Bronze,1956
9447,"ONO, Takashi",JPN,Gold,1956
9448,"TITOV, Yuri",URS,Silver,1956
9449,"TITOV, Yuri",URS,Bronze,1956
9450,"CHUKARIN, Viktor Ivanovich",URS,Gold,1956
9451,"ONO, Takashi",JPN,Silver,1956
9452,"MURATOVA, Sofiya",URS,Bronze,1956
9453,"LATYNINA, Larisa",URS,Gold,1956
9454,"KELETI, Agnes",HUN,Silver,1956
9455,"ONO, Takashi",JPN,Bronze,1956
9456,"TAKEMOTO, Masao",JPN,Bronze,1956
9457,"CHUKARIN, Viktor Ivanovich",URS,Gold,1956
9458,"KUBOTA, Masami",JPN,Silver,1956
9459,"CHUKARIN, Viktor Ivanovich",URS,Bronze,1956
9460,"SHAKHLIN, Boris",URS,Gold,1956
9461,"ONO, Takashi",JPN,Silver,1956
9462,"KUBOTA, Masami",JPN,Bronze,1956
9463,"TAKEMOTO, Masao",JPN,Bronze,1956
9464,"AZARYAN, Albert",URS,Gold,1956
9465,"MURATOV, Valentin",URS,Silver,1956
9466,"HEINONEN, Raimo Yrjö",FIN,Bronze,1956
9467,"LAPPALAINEN, Onni Armas",FIN,Bronze,1956
9468,"LEIMUVIRTA, Olavi Erkki",FIN,Bronze,1956
9469,"LINDFORS, Berndt Torbjörn",FIN,Bronze,1956
9470,"MANSIKKA, Martti",FIN,Bronze,1956
9471,"SUONIEMI, Kalevi Ensio",FIN,Bronze,1956
9472,"AZARYAN, Albert",URS,Gold,1956
9473,"CHUKARIN, Viktor Ivanovich",URS,Gold,1956
9474,"MURATOV, Valentin",URS,Gold,1956
9475,"SHAKHLIN, Boris",URS,Gold,1956
9476,"STOLBOV, Pavel",URS,Gold,1956
9477,"TITOV, Yuri",URS,Gold,1956
9478,"AIHARA, Nobuyuki",JPN,Silver,1956
9479,"KONO, Akira",JPN,Silver,1956
9480,"KUBOTA, Masami",JPN,Silver,1956
9481,"ONO, Takashi",JPN,Silver,1956
9482,"TAKEMOTO, Masao",JPN,Silver,1956
9483,"TSUKAWAKI, Shinsaku",JPN,Silver,1956
9484,"HURMUZACHI-DUMITRESCU, Georgeta",ROU,Bronze,1956
9485,"IOVAN-INOVAN, Sonia",ROU,Bronze,1956
9486,"LEUSTEANU-POPESCU-TEODORESCU, Elena",ROU,Bronze,1956
9487,"MARGARIT-NICULESCU, Elena",ROU,Bronze,1956
9488,"SACALICI-PETROSANU, Elena",ROU,Bronze,1956
9489,"VATASOIU-LITA, Emilia",ROU,Bronze,1956
9490,"ASTAKHOVA, Polina",URS,Gold,1956
9491,"EGOROVA, Lyudmila",URS,Gold,1956
9492,"KALININA-IVANOVA, Lidiya",URS,Gold,1956
9493,"LATYNINA, Larisa",URS,Gold,1956
9494,"MANINA, Tamara",URS,Gold,1956
9495,"MURATOVA, Sofiya",URS,Gold,1956
9496,"BODO-MOLNAR, Andrea",HUN,Silver,1956
9497,"GULYAS-KÖTELES, Erzsebet",HUN,Silver,1956
9498,"KELETI, Agnes",HUN,Silver,1956
9499,"KERTESZ, Aliz",HUN,Silver,1956
9500,"KORONDI, Margit",HUN,Silver,1956
9501,"TASS LEMHENYI, Olga",HUN,Silver,1956
9502,"ASTAKHOVA, Polina",URS,Bronze,1956
9503,"EGOROVA, Lyudmila",URS,Bronze,1956
9504,"HORZONEK-JOKIEL, Dorota",POL,Bronze,1956
9505,"KALININA-IVANOVA, Lidiya",URS,Bronze,1956
9506,"KOT, Natalia",POL,Bronze,1956
9507,"LATYNINA, Larisa",URS,Bronze,1956
9508,"MANINA, Tamara",URS,Bronze,1956
9509,"MURATOVA, Sofiya",URS,Bronze,1956
9510,"NOWAK-STACHOW, Danuta",POL,Bronze,1956
9511,"RAKOCZY, Helena",POL,Bronze,1956
9512,"SZCZERBINSKA, Lidia",POL,Bronze,1956
9513,"WILKOWNA-SLIZOWSKA, Barbara",POL,Bronze,1956
9514,"BODO-MOLNAR, Andrea",HUN,Gold,1956
9515,"GULYAS-KÖTELES, Erzsebet",HUN,Gold,1956
9516,"KELETI, Agnes",HUN,Gold,1956
9517,"KERTESZ, Aliz",HUN,Gold,1956
